Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
PP029B;CEL-PP 4X1,0MM;CABO DE CONTROLE 4X1,0MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP016;CEL-PP 4X1,5MM;CABO DE CONTROLE 5X1,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP017;CEL-PP 4X1,5MM;CABO DE CONTROLE 5X1,0MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP017B;CEL-PP 4X1,5MM;CABO DE CONTROLE 5X1,0MM PRETO VOLTMASTER 100M;M;0.0;0.0;0.0;0.0;0.0;0.0
PP023B;CEL-PP 4X1,5MM;CABO DE CONTROLE 4X1,5MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
F177;CEL-FLEX 0,75MM;CABO ELETRICO FLEXIVEL 0,75MM AZUL VOLTMASTER 100M;RL;65.3333;0.614;1.0;0.0;0.0133;1.6273
F178;CEL-FLEX 0,75MM;CABO ELETRICO FLEXIVEL 0,75MM MARROM VOLTMASTER 100M;RL;65.3333;0.614;1.0;0.0;0.0133;1.6273
F251;CEL-FLEX 0,75MM;CABO ELETRICO FLEXIVEL 0,75MM VERMELHO VOLTMASTER 100M;RL;65.3333;0.614;1.0;0.0;0.0133;1.6273
F074;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO VOLTMASTER NBR 9117 100M;RL;91.4615;1.228;0.9;0.0;0.0133;2.1413
F074;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO VOLTMASTER NBR 9117 100M;RL;91.4615;0.66;1.12;0.0;0.013;1.793
F074;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO VOLTMASTER NBR 9117 100M;RL;91.4615;0.77;1.1;0.0;0.013;1.883
F075;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AMARELO VOLTMASTER NBR 9117 100M;RL;91.4615;1.228;0.9;0.0;0.0133;2.1413
F075;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AMARELO VOLTMASTER NBR 9117 100M;RL;91.4615;0.66;1.12;0.0;0.013;1.793
F075;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AMARELO VOLTMASTER NBR 9117 100M;RL;91.4615;0.77;1.1;0.0;0.013;1.883
F076;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AZUL VOLTMASTER NBR 9117 100M;RL;91.4615;1.228;0.9;0.0;0.0133;2.1413
F076;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AZUL VOLTMASTER NBR 9117 100M;RL;91.4615;0.66;1.12;0.0;0.013;1.793
F076;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AZUL VOLTMASTER NBR 9117 100M;RL;91.4615;0.77;1.1;0.0;0.013;1.883
F078;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO VOLTMASTER NBR 9117 100M;RL;91.4615;1.228;0.9;0.0;0.0133;2.1413
F078;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO VOLTMASTER NBR 9117 100M;RL;91.4615;0.66;1.12;0.0;0.013;1.793
F078;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO VOLTMASTER NBR 9117 100M;RL;91.4615;0.77;1.1;0.0;0.013;1.883
F078B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;1.228;0.9;0.0;0.0133;2.1413
F078B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.66;1.12;0.0;0.013;1.793
F078B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.77;1.1;0.0;0.013;1.883
F134B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA VOLTMASTER METRO (BOBINA);M;0.9146;1.228;0.9;0.0;0.0133;2.1413
F134B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA VOLTMASTER METRO (BOBINA);M;0.9146;0.66;1.12;0.0;0.013;1.793
F134B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA VOLTMASTER METRO (BOBINA);M;0.9146;0.77;1.1;0.0;0.013;1.883
F097;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO VOLTMASTER NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F097;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO VOLTMASTER NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F097;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO VOLTMASTER NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F102;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F102;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F102;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F098;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F098;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F098;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F099;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F099;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F099;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F099B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;8.038;3.402;0.0;0.0133;11.4533
F099B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;4.62;3.8;0.0;0.025;8.445
F099B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;5.5;3.6;0.0;0.025;9.125
F100B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;8.038;3.402;0.0;0.0133;11.4533
F100B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;4.62;3.8;0.0;0.025;8.445
F100B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;5.5;3.6;0.0;0.025;9.125
F138;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA VOLTMASTER 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F138;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA VOLTMASTER 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F138;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA VOLTMASTER 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F138B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA VOLTMASTER METRO (BOBINA);M;8.7995;8.038;3.402;0.0;0.0133;11.4533
F138B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA VOLTMASTER METRO (BOBINA);M;8.7995;4.62;3.8;0.0;0.025;8.445
F138B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA VOLTMASTER METRO (BOBINA);M;8.7995;5.5;3.6;0.0;0.025;9.125
F243;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F243;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F243;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F145;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO VOLTMASTER NBR 9117 100M;RL;1338.141;12.1;4.9;0.0;0.03;17.03
F145;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO VOLTMASTER NBR 9117 100M;RL;1338.141;7.74;4.267;0.0;0.025;12.032000000000002
F145;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO VOLTMASTER NBR 9117 100M;RL;1338.141;8.64;0.0;0.0;0.025;8.665000000000001
F145B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;12.1;4.9;0.0;0.03;17.03
F145B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;7.74;4.267;0.0;0.025;12.032000000000002
F145B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;8.64;0.0;0.0;0.025;8.665000000000001
F148;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM AZUL VOLTMASTER NBR 9117 100M;RL;1338.141;12.1;4.9;0.0;0.03;17.03
F148;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM AZUL VOLTMASTER NBR 9117 100M;RL;1338.141;7.74;4.267;0.0;0.025;12.032000000000002
F148;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM AZUL VOLTMASTER NBR 9117 100M;RL;1338.141;8.64;0.0;0.0;0.025;8.665000000000001
F083;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE VOLTMASTER NBR 9117 100M;RL;137.2179;2.0;1.0;0.0;0.0133;3.0133
F083;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE VOLTMASTER NBR 9117 100M;RL;137.2179;1.1;1.5;0.0;0.016;2.616
F083;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE VOLTMASTER NBR 9117 100M;RL;137.2179;1.32;1.5;0.0;0.016;2.8360000000000003
F079;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO VOLTMASTER NBR 9117 100M;RL;137.2179;2.0;1.0;0.0;0.0133;3.0133
F079;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO VOLTMASTER NBR 9117 100M;RL;137.2179;1.1;1.5;0.0;0.016;2.616
F079;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO VOLTMASTER NBR 9117 100M;RL;137.2179;1.32;1.5;0.0;0.016;2.8360000000000003
F080;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO VOLTMASTER NBR 9117 100M;RL;137.2179;2.0;1.0;0.0;0.0133;3.0133
F080;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO VOLTMASTER NBR 9117 100M;RL;137.2179;1.1;1.5;0.0;0.016;2.616
F080;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO VOLTMASTER NBR 9117 100M;RL;137.2179;1.32;1.5;0.0;0.016;2.8360000000000003
F081;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO VOLTMASTER NBR 9117 100M;RL;137.2179;2.0;1.0;0.0;0.0133;3.0133
F081;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO VOLTMASTER NBR 9117 100M;RL;137.2179;1.1;1.5;0.0;0.016;2.616
F081;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO VOLTMASTER NBR 9117 100M;RL;137.2179;1.32;1.5;0.0;0.016;2.8360000000000003
F082;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL VOLTMASTER NBR 9117 100M;RL;137.2179;2.0;1.0;0.0;0.0133;3.0133
F082;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL VOLTMASTER NBR 9117 100M;RL;137.2179;1.1;1.5;0.0;0.016;2.616
F082;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL VOLTMASTER NBR 9117 100M;RL;137.2179;1.32;1.5;0.0;0.016;2.8360000000000003
F135;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA VOLTMASTER NBR 9117 100M;RL;137.2179;2.0;1.0;0.0;0.0133;3.0133
F135;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA VOLTMASTER NBR 9117 100M;RL;137.2179;1.1;1.5;0.0;0.016;2.616
F135;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA VOLTMASTER NBR 9117 100M;RL;137.2179;1.32;1.5;0.0;0.016;2.8360000000000003
F135B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;2.0;1.0;0.0;0.0133;3.0133
F135B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.1;1.5;0.0;0.016;2.616
F135B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
F186;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM MARROM VOLTMASTER 100M;RL;137.2179;2.0;1.0;0.0;0.0133;3.0133
F186;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM MARROM VOLTMASTER 100M;RL;137.2179;1.1;1.5;0.0;0.016;2.616
F186;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM MARROM VOLTMASTER 100M;RL;137.2179;1.32;1.5;0.0;0.016;2.8360000000000003
F186B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM MARROM VOLTMASTER 100M BOBINA;M;137.2179;2.0;1.0;0.0;0.0133;3.0133
F186B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM MARROM VOLTMASTER 100M BOBINA;M;137.2179;1.1;1.5;0.0;0.016;2.616
F186B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM MARROM VOLTMASTER 100M BOBINA;M;137.2179;1.32;1.5;0.0;0.016;2.8360000000000003
F163;CEL-FLEX 25,0MM;CABO ELETRICO FLEXIVEL 25,0MM PRETO VOLTMASTER NBR 9117 100M;RL;2000.9744;0.0;0.0;0.0;0.0;0.0
F050;CEL-FLEX 35,0MM;CABO ELETRICO FLEXIVEL 35,0MM AZUL VOLTMASTER NBR 9117 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
F090;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;225.3333;3.126;1.709;0.0;0.0133;4.8483
F090;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;225.3333;1.76;1.9;0.0;0.018;3.678
F090;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;225.3333;1.98;1.8;0.0;0.018;3.798
F085;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO VOLTMASTER NBR 9117 100M;RL;225.3333;3.126;1.709;0.0;0.0133;4.8483
F085;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO VOLTMASTER NBR 9117 100M;RL;225.3333;1.76;1.9;0.0;0.018;3.678
F085;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO VOLTMASTER NBR 9117 100M;RL;225.3333;1.98;1.8;0.0;0.018;3.798
F086;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO VOLTMASTER 100M;RL;225.3333;3.126;1.709;0.0;0.0133;4.8483
F086;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO VOLTMASTER 100M;RL;225.3333;1.76;1.9;0.0;0.018;3.678
F086;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO VOLTMASTER 100M;RL;225.3333;1.98;1.8;0.0;0.018;3.798
F087;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;225.3333;3.126;1.709;0.0;0.0133;4.8483
F087;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;225.3333;1.76;1.9;0.0;0.018;3.678
F087;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;225.3333;1.98;1.8;0.0;0.018;3.798
F087B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;3.126;1.709;0.0;0.0133;4.8483
F087B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.76;1.9;0.0;0.018;3.678
F087B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.98;1.8;0.0;0.018;3.798
F088B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;3.126;1.709;0.0;0.0133;4.8483
F088B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.76;1.9;0.0;0.018;3.678
F088B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.98;1.8;0.0;0.018;3.798
F136;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM CINZA VOLTMASTER 100M;RL;225.3333;3.126;1.709;0.0;0.0133;4.8483
F136;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM CINZA VOLTMASTER 100M;RL;225.3333;1.76;1.9;0.0;0.018;3.678
F136;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM CINZA VOLTMASTER 100M;RL;225.3333;1.98;1.8;0.0;0.018;3.798
F136B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM CINZA VOLTMASTER METRO (BOBINA);M;2.2533;3.126;1.709;0.0;0.0133;4.8483
F136B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM CINZA VOLTMASTER METRO (BOBINA);M;2.2533;1.76;1.9;0.0;0.018;3.678
F136B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM CINZA VOLTMASTER METRO (BOBINA);M;2.2533;1.98;1.8;0.0;0.018;3.798
F095B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;4.8;2.236;0.0;0.0133;7.0493
F095B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;2.97;2.35;0.0;0.019;5.339
F095B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;3.08;2.3;0.0;0.019;5.399
F091B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;4.8;2.236;0.0;0.0133;7.0493
F091B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;2.97;2.35;0.0;0.019;5.339
F091B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;3.08;2.3;0.0;0.019;5.399
F092B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;4.8;2.236;0.0;0.0133;7.0493
F092B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;2.97;2.35;0.0;0.019;5.339
F092B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;3.08;2.3;0.0;0.019;5.399
F093B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;4.8;2.236;0.0;0.0133;7.0493
F093B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;2.97;2.35;0.0;0.019;5.339
F093B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;3.08;2.3;0.0;0.019;5.399
F094B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;4.8;2.236;0.0;0.0133;7.0493
F094B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;2.97;2.35;0.0;0.019;5.339
F094B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;3.08;2.3;0.0;0.019;5.399
PL015;CEL-PL 2 X 0,75MM;CORDAO PARALELO POLARIZADO 2X0,75MM BRANCO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL015B;CEL-PL 2 X 0,75MM;CORDAO PARALELO POLARIZADO 2X0,75MM BRANCO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PL017;CEL-PL 2 X 0,75MM;CORDAO PARALELO POLARIZADO 2X0,75MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL017B;CEL-PL 2 X 0,75MM;CORDAO PARALELO POLARIZADO 2X0,75MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PL020;CEL-PL 2 X 0,75MM;CORDAO PARALELO POLARIZADO 2X0,75MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL021B;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM MARROM VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP020;CEL-PL 2 X 1,0MM;CABO DE CONTROLE 2X0,50MM PRETO VOLTMASTER# 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP021;CEL-PL 2 X 1,0MM;CABO DE CONTROLE 4X0,75MM PRETO VOLTMASTER# 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL004B;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM BRANCO VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL004;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM BRANCO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL005B;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM BRANCO VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL005;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM BRANCO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL011;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL011B;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM MARROM VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL014;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL012B;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM MARROM VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL019;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL030;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL030B;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM PRETO VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
