Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
PL019B;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM PRETO VOLTMASTER METRO BOBINA;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP011;CEL-PP 2X2,5MM;CABO DE CONTROLE 2X2,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP011B;CEL-PP 2X2,5MM;CABO DE CONTROLE 2X2,5MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP013;CEL-PP 2X4,0MM;CABO DE CONTROLE 2X4,0MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP013B;CEL-PP 2X4,0MM;CABO DE CONTROLE 2X4,0MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP015;CEL-PP 2X6,0MM;CABO DE CONTROLE 2X6,0MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP012B;CEL-PP 3X2,5MM;CABO DE CONTROLE 3X2,5MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP009;CEL-PP 3X4,0MM;CABO ELETRICO PP 3X4,0MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP009B;CEL-PP 3X4,0MM;CABO DE CONTROLE 3X4,0MM PRETO VOLTMASTER METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP032B;CEL-PP 3X6,0MM;CABO DE CONTROLE 3X6,0MM PRETO VOLTMASTER METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP021B;CEL-PP 4X1,0MM;CABO DE CONTROLE 4X0,75MM PRETO VOLTMASTER METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP042B;CEL-PP 4X1,5MM;CABO DE CONTROLE 5X2,5MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP033B;CEL-PP 4X4,0MM;CABO DE CONTROLE 4X4,0MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP053B;CEL-PP 4X6,0MM;CABO DE CONTROLE 4X6,0MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
F252;CEL-FLEX 0,75MM;CABO ELETRICO FLEXIVEL 0,75MM AMARELO VOLTMASTER 100M;RL;65.3333;0.614;1.0;0.0;0.0133;1.6273
F253;CEL-FLEX 0,75MM;CABO ELETRICO FLEXIVEL 0,75MM PRETO VOLTMASTER 100M;RL;65.3333;0.614;1.0;0.0;0.0133;1.6273
F252B;CEL-FLEX 0,75MM;CABO ELETRICO FLEXIVEL 0,75MM AMARELO VOLTMASTER (BOBINA);M;0.6533;0.614;1.0;0.0;0.0133;1.6273
F260B;CEL-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM PRETO VOLTMASTER N120 NBR 9117 METRO (BOBINA);M;0.6533;0.781;1.0;0.0;0.0133;1.7943000000000002
F260B;CEL-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM PRETO VOLTMASTER N120 NBR 9117 METRO (BOBINA);M;0.6533;0.44;1.0;0.0;0.013;1.4529999999999998
F260B;CEL-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM PRETO VOLTMASTER N120 NBR 9117 METRO (BOBINA);M;0.6533;0.44;1.0;0.0;0.013;1.4529999999999998
F077;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE VOLTMASTER NBR 9117 100M;RL;91.4615;1.228;0.9;0.0;0.0133;2.1413
F077;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE VOLTMASTER NBR 9117 100M;RL;91.4615;0.66;1.12;0.0;0.013;1.793
F077;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE VOLTMASTER NBR 9117 100M;RL;91.4615;0.77;1.1;0.0;0.013;1.883
F073;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO VOLTMASTER NBR 9117 100M;RL;91.4615;1.228;0.9;0.0;0.0133;2.1413
F073;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO VOLTMASTER NBR 9117 100M;RL;91.4615;0.66;1.12;0.0;0.013;1.793
F073;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO VOLTMASTER NBR 9117 100M;RL;91.4615;0.77;1.1;0.0;0.013;1.883
F077B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;1.228;0.9;0.0;0.0133;2.1413
F077B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.66;1.12;0.0;0.013;1.793
F077B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.77;1.1;0.0;0.013;1.883
F076B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;1.228;0.9;0.0;0.0133;2.1413
F076B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.66;1.12;0.0;0.013;1.793
F076B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.77;1.1;0.0;0.013;1.883
F073B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;1.228;0.9;0.0;0.0133;2.1413
F073B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.66;1.12;0.0;0.013;1.793
F073B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.77;1.1;0.0;0.013;1.883
F074B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;1.228;0.9;0.0;0.0133;2.1413
F074B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.66;1.12;0.0;0.013;1.793
F074B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.77;1.1;0.0;0.013;1.883
F075B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;1.228;0.9;0.0;0.0133;2.1413
F075B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.66;1.12;0.0;0.013;1.793
F075B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;0.9146;0.77;1.1;0.0;0.013;1.883
F134;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA VOLTMASTER 100M;RL;91.4615;1.228;0.9;0.0;0.0133;2.1413
F134;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA VOLTMASTER 100M;RL;91.4615;0.66;1.12;0.0;0.013;1.793
F134;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA VOLTMASTER 100M;RL;91.4615;0.77;1.1;0.0;0.013;1.883
F100;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL VOLTMASTER NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F100;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL VOLTMASTER NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F100;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL VOLTMASTER NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F101;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE VOLTMASTER NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F101;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE VOLTMASTER NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F101;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE VOLTMASTER NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F102B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;8.038;3.402;0.0;0.0133;11.4533
F102B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;4.62;3.8;0.0;0.025;8.445
F102B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;5.5;3.6;0.0;0.025;9.125
F101B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;8.038;3.402;0.0;0.0133;11.4533
F101B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;4.62;3.8;0.0;0.025;8.445
F101B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;5.5;3.6;0.0;0.025;9.125
F097B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;8.038;3.402;0.0;0.0133;11.4533
F097B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;4.62;3.8;0.0;0.025;8.445
F097B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;5.5;3.6;0.0;0.025;9.125
F098B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;8.038;3.402;0.0;0.0133;11.4533
F098B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;4.62;3.8;0.0;0.025;8.445
F098B;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;8.7995;5.5;3.6;0.0;0.025;9.125
F220;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM MARROM VOLTMASTER NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F220;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM MARROM VOLTMASTER NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F220;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM MARROM VOLTMASTER NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F238;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL VOLTMASTER N120 NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F238;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL VOLTMASTER N120 NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F238;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL VOLTMASTER N120 NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F239;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE VOLTMASTER N120 NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F239;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE VOLTMASTER N120 NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F239;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE VOLTMASTER N120 NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F240;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F240;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F240;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F241;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F241;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F241;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F242;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;8.038;3.402;0.0;0.0133;11.4533
F242;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;4.62;3.8;0.0;0.025;8.445
F242;CEL-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO VOLTMASTER N120 NBR 9117 100M;RL;879.9487;5.5;3.6;0.0;0.025;9.125
F148B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM AZUL VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;12.1;4.9;0.0;0.03;17.03
F148B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM AZUL VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;7.74;4.267;0.0;0.025;12.032000000000002
F148B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM AZUL VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;8.64;0.0;0.0;0.025;8.665000000000001
F162;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;1338.141;12.1;4.9;0.0;0.03;17.03
F162;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;1338.141;7.74;4.267;0.0;0.025;12.032000000000002
F162;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;1338.141;8.64;0.0;0.0;0.025;8.665000000000001
F162B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERMELHO VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;12.1;4.9;0.0;0.03;17.03
F162B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERMELHO VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;7.74;4.267;0.0;0.025;12.032000000000002
F162B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERMELHO VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;8.64;0.0;0.0;0.025;8.665000000000001
F144;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE VOLTMASTER NBR 9117 100M;RL;1338.141;12.1;4.9;0.0;0.03;17.03
F144;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE VOLTMASTER NBR 9117 100M;RL;1338.141;7.74;4.267;0.0;0.025;12.032000000000002
F144;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE VOLTMASTER NBR 9117 100M;RL;1338.141;8.64;0.0;0.0;0.025;8.665000000000001
F144B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;12.1;4.9;0.0;0.03;17.03
F144B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;7.74;4.267;0.0;0.025;12.032000000000002
F144B;CEL-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE VOLTMASTER NBR 9117 METRO [BOBINA];M;13.3814;8.64;0.0;0.0;0.025;8.665000000000001
F084;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 100M;RL;137.2179;2.0;1.0;0.0;0.0133;3.0133
F084;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 100M;RL;137.2179;1.1;1.5;0.0;0.016;2.616
F084;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 100M;RL;137.2179;1.32;1.5;0.0;0.016;2.8360000000000003
F083B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;2.0;1.0;0.0;0.0133;3.0133
F083B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.1;1.5;0.0;0.016;2.616
F083B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
F079B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;2.0;1.0;0.0;0.0133;3.0133
F079B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.1;1.5;0.0;0.016;2.616
F079B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
F080B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;2.0;1.0;0.0;0.0133;3.0133
F080B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.1;1.5;0.0;0.016;2.616
F080B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
F081B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;2.0;1.0;0.0;0.0133;3.0133
F081B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.1;1.5;0.0;0.016;2.616
F081B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
F082B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;2.0;1.0;0.0;0.0133;3.0133
F082B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.1;1.5;0.0;0.016;2.616
F082B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
F084B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;2.0;1.0;0.0;0.0133;3.0133
F084B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.1;1.5;0.0;0.016;2.616
F084B;CEL-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
F040;CEL-FLEX 25,0MM;CABO ELETRICO FLEXIVEL 25,0MM AZUL VOLTMASTER NBR 9117 100M;RL;2000.9744;0.0;0.0;0.0;0.0;0.0
F039;CEL-FLEX 25,0MM;CABO ELETRICO FLEXIVEL 25,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;2000.9744;0.0;0.0;0.0;0.0;0.0
F163B;CEL-FLEX 25,0MM;CABO ELETRICO FLEXIVEL 25,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;20.0097;0.0;0.0;0.0;0.0;0.0
F039B;CEL-FLEX 25,0MM;CABO ELETRICO FLEXIVEL 25,0MM VERMELHO VOLTMASTER NBR 9117 METRO (BOBINA);M;20.0097;0.0;0.0;0.0;0.0;0.0
F164;CEL-FLEX 35,0MM;CABO ELETRICO FLEXIVEL 35,0MM PRETO VOLTMASTER NBR 9117 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
F049;CEL-FLEX 35,0MM;CABO ELETRICO FLEXIVEL 35,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
F088;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL VOLTMASTER NBR 9117 100M;RL;225.3333;3.126;1.709;0.0;0.0133;4.8483
F088;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL VOLTMASTER NBR 9117 100M;RL;225.3333;1.76;1.9;0.0;0.018;3.678
F088;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL VOLTMASTER NBR 9117 100M;RL;225.3333;1.98;1.8;0.0;0.018;3.798
F089;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 100M;RL;225.3333;3.126;1.709;0.0;0.0133;4.8483
F089;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 100M;RL;225.3333;1.76;1.9;0.0;0.018;3.678
F089;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 100M;RL;225.3333;1.98;1.8;0.0;0.018;3.798
F090B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;3.126;1.709;0.0;0.0133;4.8483
F090B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.76;1.9;0.0;0.018;3.678
F090B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.98;1.8;0.0;0.018;3.798
F089B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;3.126;1.709;0.0;0.0133;4.8483
F089B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.76;1.9;0.0;0.018;3.678
F089B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.98;1.8;0.0;0.018;3.798
F085B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;3.126;1.709;0.0;0.0133;4.8483
F085B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.76;1.9;0.0;0.018;3.678
F085B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO VOLTMASTER NBR 9117 METRO (BOBINA);M;2.2533;1.98;1.8;0.0;0.018;3.798
F086B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO VOLTMASTER METRO (BOBINA);M;2.2533;3.126;1.709;0.0;0.0133;4.8483
F086B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO VOLTMASTER METRO (BOBINA);M;2.2533;1.76;1.9;0.0;0.018;3.678
F086B;CEL-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO VOLTMASTER METRO (BOBINA);M;2.2533;1.98;1.8;0.0;0.018;3.798
F091;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO VOLTMASTER NBR 9117 100M;RL;326.8077;4.8;2.236;0.0;0.0133;7.0493
F091;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO VOLTMASTER NBR 9117 100M;RL;326.8077;2.97;2.35;0.0;0.019;5.339
F091;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO VOLTMASTER NBR 9117 100M;RL;326.8077;3.08;2.3;0.0;0.019;5.399
F092;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;326.8077;4.8;2.236;0.0;0.0133;7.0493
F092;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;326.8077;2.97;2.35;0.0;0.019;5.339
F092;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO VOLTMASTER NBR 9117 100M;RL;326.8077;3.08;2.3;0.0;0.019;5.399
