Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;Aluminio_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
A026;CAM-XLPE;CABO ALUMINIO XLPE 0,6/1KV SINGELO 16MM DIV METRO;M;4.6923076923076925;0.0;11.9;4.8;1.52;0.0;17.46
A0222;CAM-XLPE;CABO AL SINGELO 70MM XLPE NEUTRO ISOLADO;M;53.143589743589736;48.2;0.0;17.1;5.0;0.0;67.80000000000001
A028;CAM-XLPE;CABO ALUMINIO XLPE 0,6/1KV SINGELO 120,0MM DIV METRO;M;23.794871794871792;0.0;86.0;10.5;6.0;0.0;102.5
1644;CAM-XLPE;CABO ALUMINIO EPR 12/20KV SINGELO 50MM DIV METRO;M;7.371794871794871;0.0;34.25;12.5;3.1;0.0;48.3
A029;CAM-XLPE;CABO ALUMINIO EPR 12/20KV SINGELO 50,0MM DIV METRO (BOBINA);M;7.371794871794871;0.0;34.25;12.5;3.1;0.0;48.3
A041;CAM-DUPLEX;CABO ALUMINIO DUPLEX 1X1X16MM+16MM DIV METRO (NEUTRO NÚ);M;7.3076923076923075;0.0;0.0;0.0;0.0;0.0;0.0
A042;CAM-DUPLEX;CABO ALUMINIO DUPLEX 1X1X25MM+25MM DIV METRO (NEUTRO NÚ);M;10.320512820512821;0.0;0.0;0.0;0.0;0.0;0.0
A043;CAM-DUPLEX;CABO ALUMINIO DUPLEX 1X1X35MM+35MM DIV METRO (NEUTRO NÚ);M;13.782051282051281;0.0;0.0;0.0;0.0;0.0;0.0
A013;CAM-QUADRUPLEX;CABO ALUMINIO QUADRUPLEX 3X1X35MM+35MM DIV METRO (NEUTRO ISOLADO);M;8.26923076923077;0.0;0.0;0.0;0.0;0.0;0.0
A010;CAM-QUADRUPLEX;CABO ALUMINIO QUADRUPLEX 3X1X10MM+10MM DIV METRO;M;2.1538461538461537;0.0;0.0;0.0;0.0;0.0;0.0
A011;CAM-QUADRUPLEX;CABO ALUMINIO QUADRUPLEX 3X1X16MM+16MM DIV METRO (NEUTRO ISOLADO);M;4.6923076923076925;0.0;0.0;0.0;0.0;0.0;0.0
A027;CAM-QUADRUPLEX;ALUMINIO UNIPOLAR XLPE ISOLACAO DE 1KV 25MM NEUTRO ISOLADO;M;6.371794871794871;0.0;17.6;7.42;2.23;0.0;26.135
1752;CAM-QUADRUPLEX;CABO ALUMINIO XLPE 0,6/1KV UNIPOLAR 10MM DIV METRO;M;3.615384615384615;0.0;7.8;2.27;1.02;0.0;11.09
1962;CAM-QUADRUPLEX;CABO ALUMINIO QUADRUPLEX 3X1X120MM+120MM DIV METRO;M;16.858974358974358;0.0;0.0;0.0;0.0;0.0;0.0
A036;CAM-QUADRUPLEX;CABO ALUMINIO XLPE 0,6/1KV QUADRUPLEX 3X1X120+70MM DIV METRO;M;14.512820512820513;0.0;0.0;0.0;0.0;0.0;0.0
A048;CAM-QUADRUPLEX;CABO ALUMINIO QUADRUPLEX 3X1X16MM+16MM DIV METRO (NEUTRO NÚ);M;2.9871794871794872;0.0;0.0;0.0;0.0;0.0;0.0
A049;CAM-QUADRUPLEX;CABO ALUMINIO QUADRUPLEX 3X1X25MM+25MM DIV METRO (NEUTRO NÚ);M;4.179487179487179;0.0;0.0;0.0;0.0;0.0;0.0
A008;CAM-TRIPLEX;CABO ALUMINIO TRIPLEX 2X1X35MM+35MM DIV METRO (NEUTRO ISOLADO);M;8.26923076923077;0.0;0.0;0.0;0.0;0.0;0.0
A009;CAM-TRIPLEX;CABO ALUMINIO TRIPLEX 2X1X50MM+50MM DIV METRO;M;7.371794871794871;0.0;0.0;0.0;0.0;0.0;0.0
A044;CAM-TRIPLEX;CABO ALUMINIO TRIPLEX 2X1X10MM+10MM DIV METRO (NEUTRO NÚ);M;2.1538461538461537;0.0;0.0;0.0;0.0;0.0;0.0
A045;CAM-TRIPLEX;CABO ALUMINIO TRIPLEX 2X1X16MM+16MM DIV METRO (NEUTRO NÚ);M;2.9871794871794872;0.0;0.0;0.0;0.0;0.0;0.0
A046;CAM-TRIPLEX;CABO ALUMINIO TRIPLEX 2X1X25MM+25MM DIV METRO (NEUTRO NÚ);M;4.179487179487179;0.0;0.0;0.0;0.0;0.0;0.0
A047;CAM-TRIPLEX;CABO ALUMINIO TRIPLEX 2X1X35MM+35MM DIV METRO (NEUTRO NÚ);M;5.564102564102564;0.0;0.0;0.0;0.0;0.0;0.0
F155;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM VERDE AUTOFLEX* 100M;RL;63.237500000000004;0.6105;0.0;1.0;0.0;0.0131499999999999;1.62365
F156;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM BRANCO AUTOFLEX* 100M;RL;63.237500000000004;0.6105;0.0;1.0;0.0;0.0131499999999999;1.62365
F157;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM MARROM AUTOFLEX* 100M;RL;63.237500000000004;0.6105;0.0;1.0;0.0;0.0131499999999999;1.62365
F160;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM CINZA AUTOFLEX* 100M;RL;63.237500000000004;0.6105;0.0;1.0;0.0;0.0131499999999999;1.62365
F105;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AMARELO AUTOFLEX* 100M;RL;89.175;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F106;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AZUL AUTOFLEX* 100M;RL;89.175;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F103B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO AUTOFLEX* METRO (BOBINA);M;0.8917499999999999;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F104B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO AUTOFLEX* METRO (BOBINA);M;0.8917499999999999;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F105B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AMARELO AUTOFLEX* METRO (BOBINA);M;0.8917499999999999;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F106B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM AZUL AUTOFLEX* METRO [BOBINA];M;0.8917499999999999;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F107B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE AUTOFLEX* METRO [BOBINA];M;0.8917499999999999;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F139;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA AUTOFLEX* 100M;RL;89.175;0.886;0.0;1.04;0.0;0.0130999999999999;1.9391
F128;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO AUTOFLEX* 100M;RL;526.8249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F127;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO AUTOFLEX* 100M;RL;526.8249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F129B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO AUTOFLEX* METRO [BOBINA];M;5.268249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F130B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL AUTOFLEX* METRO [BOBINA];M;5.268249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F131B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE AUTOFLEX* METRO [BOBINA];M;5.268249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F132B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO AUTOFLEX* METRO [BOBINA];M;5.268249999999999;6.052666666666667;0.0;3.6006666666666667;0.0;0.0210999999999999;9.674433333333331
F146B;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO AUTOFLEX* METRO [BOBINA];M;8.170499999999999;9.493333333333334;0.0;3.055666666666667;0.0;0.0266666666666666;12.575666666666669
F147;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM AZUL AUTOFLEX* 100M;RL;817.05;9.493333333333334;0.0;3.055666666666667;0.0;0.0266666666666666;12.575666666666669
F147B;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM AZUL AUTOFLEX* METRO [BOBINA];M;8.170499999999999;9.493333333333334;0.0;3.055666666666667;0.0;0.0266666666666666;12.575666666666669
F149;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERMELHO AUTOFLEX* 100M;RL;817.05;9.493333333333334;0.0;3.055666666666667;0.0;0.0266666666666666;12.575666666666669
F149B;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERMELHO AUTOFLEX* METRO [BOBINA];M;8.170499999999999;9.493333333333334;0.0;3.055666666666667;0.0;0.0266666666666666;12.575666666666669
F179B;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE AUTOFLEX* METRO [BOBINA];M;8.170499999999999;9.493333333333334;0.0;3.055666666666667;0.0;0.0266666666666666;12.575666666666669
F113;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE AUTOFLEX* 100M;RL;133.7875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F114;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO AUTOFLEX* 100M;RL;133.7875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F109B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO AUTOFLEX* METRO [BOBINA];M;1.337875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F110B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO AUTOFLEX* METRO [BOBINA];M;1.337875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F111B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO AUTOFLEX* METRO [BOBINA];M;1.337875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F112B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL AUTOFLEX* METRO [BOBINA];M;1.337875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F140B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA AUTOFLEX* METRO [BOBINA];M;1.337875;1.4733333333333334;0.0;1.3333333333333333;0.0;0.0151;2.821766666666667
F115;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO AUTOFLEX* 100M;RL;219.7;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F116;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO AUTOFLEX* 100M;RL;219.7;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F117;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO AUTOFLEX* 100M;RL;219.7;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F118;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL AUTOFLEX* 100M;RL;219.7;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F119;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE AUTOFLEX* 100M;RL;219.7;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F120B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO AUTOFLEX* METRO [BOBINA];M;2.197;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F141;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM CINZA AUTOFLEX* 100M;RL;219.7;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F141B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM CINZA AUTOFLEX* METRO [BOBINA];M;2.197;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F119B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERDE AUTOFLEX* METRO [BOBINA];M;2.197;2.2886666666666664;0.0;1.803;0.0;0.0164333333333333;4.108099999999999
F122;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO AUTOFLEX* 100M;RL;318.6375;3.6166666666666663;0.0;2.295333333333333;0.0;0.0171;5.929100000000001
F121;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO AUTOFLEX* 100M;RL;318.6375;3.6166666666666663;0.0;2.295333333333333;0.0;0.0171;5.929100000000001
F122B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERMELHO AUTOFLEX* METRO [BOBINA];M;3.186375;3.6166666666666663;0.0;2.295333333333333;0.0;0.0171;5.929100000000001
F123B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO AUTOFLEX* METRO [BOBINA];M;3.186375;3.6166666666666663;0.0;2.295333333333333;0.0;0.0171;5.929100000000001
F124B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL AUTOFLEX* METRO [BOBINA];M;3.186375;3.6166666666666663;0.0;2.295333333333333;0.0;0.0171;5.929100000000001
F125B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE AUTOFLEX* METRO [BOBINA];M;3.186375;3.6166666666666663;0.0;2.295333333333333;0.0;0.0171;5.929100000000001
